id,Viti,Kategoria_Ekonomike,Drejtoria,Shuma,tremujori
929,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,43609,1
930,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,53868,1
931,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,82942,4
932,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),5827,2
933,2016,30 - Shpenzimet Kapitale,Kultura,84560,4
934,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,10633,2
935,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,22513,2
936,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),45250,2
937,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,53862,4
938,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,67934,1
939,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,11562,2
940,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,33548,3
941,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,49771,3
942,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),76602,4
943,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,57412,1
944,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),37868,2
945,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,6323,4
946,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,60169,2
947,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,27392,1
948,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),5422,3
949,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,36420,4
950,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,15631,1
951,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,36813,4
952,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,45765,3
953,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,60776,2
954,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,22539,4
955,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,55587,1
956,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,81784,3
957,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),82081,4
958,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,62085,1
959,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,60411,3
960,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,79023,4
961,2016,20 - Subvencione dhe Transfere,Kultura,50438,2
962,2016,30 - Shpenzimet Kapitale,Kultura,74702,3
963,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,23172,4
964,2016,20 - Subvencione dhe Transfere,Kultura,41122,1
965,2016,20 - Subvencione dhe Transfere,Kultura,85069,3
966,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,69680,1
967,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,25062,1
968,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),62832,2
969,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,89733,2
970,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,18152,4
971,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),16908,1
972,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),32798,2
973,2016,30 - Shpenzimet Kapitale,Kultura,64731,2
974,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,68747,4
975,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,89464,2
976,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,63152,2
977,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,29317,4
978,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,31273,3
979,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,70209,2
980,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,31391,3
981,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,55303,3
982,2016,30 - Shpenzimet Kapitale,Kultura,61361,2
983,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,81645,2
984,2016,30 - Shpenzimet Kapitale,Kultura,8126,1
985,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,617,3
986,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),22651,3
987,2016,132 - Shpenzimet Komunale,Kultura,23003,4
988,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,89476,4
989,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,14396,4
990,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,85941,1
991,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,43428,2
992,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,44942,1
993,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,81796,2
994,2016,132 - Shpenzimet Komunale,Kultura,56199,1
995,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,80676,1
996,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,49467,1
997,2016,30 - Shpenzimet Kapitale,Kultura,23456,4
998,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,45297,3
999,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,38700,2
1000,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,3941,1
1001,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,54116,2
1002,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,18806,4
1003,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,56634,2
1004,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,77324,4
1005,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,19929,4
1006,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),10781,1
1007,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,53387,3
1008,2016,11 - Paga dhe Mëditje,Kultura,69571,1
1009,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,15719,3
1010,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,35401,1
1011,2016,132 - Shpenzimet Komunale,Kultura,40970,1
1012,2016,132 - Shpenzimet Komunale,Kultura,27537,1
1013,2016,11 - Paga dhe Mëditje,Kultura,48382,1
1014,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,17107,3
1015,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,74564,1
1016,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,49677,3
1017,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,68222,3
1018,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,37207,4
1019,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,4869,2
1020,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,18576,4
1021,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,7727,4
1022,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),37630,1
1023,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,58143,1
1024,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,22235,1
1025,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,7081,2
1026,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,58774,1
1027,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,53040,1
1028,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,10190,4
1029,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,77660,3
1030,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,63442,3
1031,2016,30 - Shpenzimet Kapitale,Kultura,87813,1
1032,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,73633,1
1033,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,28736,3
1034,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,82258,4
1035,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),64455,4
1036,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,67292,3
1037,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,72974,2
1038,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,66645,3
1039,2016,20 - Subvencione dhe Transfere,Kultura,10286,3
1040,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),22538,1
1041,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,26500,3
1042,2016,30 - Shpenzimet Kapitale,Kultura,8443,4
1043,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,49295,1
1044,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,23228,3
1045,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,51292,1
1046,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,69866,3
1047,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,89200,2
1048,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,5957,4
1049,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,48059,1
1050,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,82179,1
1051,2016,20 - Subvencione dhe Transfere,Kultura,79932,4
1052,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,14068,1
1053,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,25638,2
1054,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),37144,2
1055,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,64378,4
1056,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,32311,3
1057,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,52347,3
1058,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,20804,1
1059,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,61997,3
1060,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,63554,2
1061,2016,30 - Shpenzimet Kapitale,Kultura,62188,2
1062,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,28423,1
1063,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,17573,3
1064,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,53390,3
1065,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,59126,1
1066,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,44699,1
1067,2016,132 - Shpenzimet Komunale,Kultura,24160,3
1068,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,86792,1
1069,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,87807,1
1070,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,27368,2
1071,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,88654,2
1072,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,43549,2
1073,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,45037,1
1074,2016,20 - Subvencione dhe Transfere,Kultura,46398,3
1075,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),64469,1
1076,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,21204,4
1077,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,7648,3
1078,2016,20 - Subvencione dhe Transfere,Kultura,81094,1
1079,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,62636,4
1080,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,10619,3
1081,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),40276,3
1082,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),72917,3
1083,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,80027,4
1084,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,72561,2
1085,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,42485,1
1086,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,76522,4
1087,2016,30 - Shpenzimet Kapitale,Kultura,24470,4
1088,2016,11 - Paga dhe Mëditje,Kultura,27884,3
1089,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,29082,2
1090,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),47107,3
1091,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,8971,3
1092,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,73556,2
1093,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,23933,1
1094,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),42847,4
1095,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,3372,2
1096,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,84479,1
1097,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,54153,2
1098,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,2645,2
1099,2016,30 - Shpenzimet Kapitale,Kultura,48866,2
1100,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,44623,2
1101,2016,20 - Subvencione dhe Transfere,Kultura,22673,4
1102,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,84543,1
1103,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,17368,4
1104,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,48207,4
1105,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,72258,3
1106,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,80686,3
1107,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,84470,2
1108,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,80231,2
1109,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,13929,3
1110,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,66151,3
1111,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,44018,2
1112,2016,11 - Paga dhe Mëditje,Kultura,60806,3
1113,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,1247,3
1114,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,48666,2
1115,2016,20 - Subvencione dhe Transfere,Kultura,72375,4
1116,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,46993,1
1117,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,19985,4
1118,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,58439,1
1119,2016,30 - Shpenzimet Kapitale,Kultura,56125,2
1120,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,57097,2
1121,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,12818,3
1122,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,67124,4
1123,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,80672,1
1124,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,33147,3
1125,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),26390,3
1126,2016,20 - Subvencione dhe Transfere,Kultura,2074,2
1127,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,13427,3
1128,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),80698,3
1129,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,20065,4
1130,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,89038,1
1131,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,62499,2
1132,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,47058,2
1133,2016,30 - Shpenzimet Kapitale,Kultura,70036,1
1134,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,85003,4
1135,2016,20 - Subvencione dhe Transfere,Kultura,79592,1
1136,2016,132 - Shpenzimet Komunale,Kultura,44654,1
1137,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,47009,1
1138,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),85049,2
1139,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,37030,3
1140,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,89980,2
1141,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,76535,4
1142,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,69084,2
1143,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,16798,3
1144,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,79969,1
1145,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,80661,3
1146,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,33287,1
1147,2016,132 - Shpenzimet Komunale,Kultura,50645,4
1148,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,1201,4
1149,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,30511,3
1150,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,13122,3
1151,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,529,3
1152,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,72750,4
1153,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,63855,2
1154,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,72952,4
1155,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,62095,3
1156,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),61983,4
1157,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,42348,2
1158,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,62709,2
1159,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,81249,2
1160,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,62295,3
1161,2016,20 - Subvencione dhe Transfere,Kultura,32506,4
1162,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),81053,4
1163,2016,20 - Subvencione dhe Transfere,Kultura,57702,4
1164,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,46802,2
1165,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,37757,1
1166,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),34816,4
1167,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,76833,3
1168,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,73391,1
1169,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),26452,3
1170,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,9561,3
1171,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,73728,3
1172,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,72465,2
1173,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,54594,3
1174,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,47147,4
1175,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,60154,3
1176,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,4135,3
1177,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,57953,4
1178,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),34241,3
1179,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,31854,1
1180,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,34912,2
1181,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,11973,3
1182,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,37694,2
1183,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,66826,2
1184,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,70097,3
1185,2016,11 - Paga dhe Mëditje,Kultura,8526,2
1186,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,4144,3
1187,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),89736,3
1188,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,16712,3
1189,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,73052,3
1190,2016,20 - Subvencione dhe Transfere,Kultura,60961,4
1191,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,79439,2
1192,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),2636,2
1193,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,74397,2
1194,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,89581,1
1195,2016,132 - Shpenzimet Komunale,Kultura,17654,1
1196,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,13424,4
1197,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,41745,3
1198,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,73064,3
1199,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,17139,3
1200,2016,20 - Subvencione dhe Transfere,Kultura,80203,1
1201,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,58008,3
1202,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),85476,4
1203,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,80998,1
1204,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,40864,1
1205,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,43438,3
1206,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,70079,3
1207,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,15009,3
1208,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),69766,4
1209,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,27819,4
1210,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),44036,3
1211,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,3034,1
1212,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,17403,2
1213,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,38693,1
1214,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,44704,1
1215,2016,132 - Shpenzimet Komunale,Kultura,33233,4
1216,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,11100,4
1217,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,20968,2
1218,2016,20 - Subvencione dhe Transfere,Kultura,28806,1
1219,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,61209,1
1220,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,9896,4
1221,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,391,1
1222,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),50441,1
1223,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,20224,1
1224,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,46001,2
1225,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,68890,4
1226,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,77039,3
1227,2016,20 - Subvencione dhe Transfere,Kultura,9202,1
1228,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,70664,1
1229,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,78688,2
1230,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,5863,1
1231,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),78821,3
1232,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,24231,2
1233,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,7752,1
1234,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,56798,1
1235,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,52172,2
1236,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,43427,1
1237,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,47720,3
1238,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,24035,1
1239,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,71183,4
1240,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,14949,2
1241,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,18719,1
1242,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,70841,3
1243,2016,11 - Paga dhe Mëditje,Kultura,4200,1
1244,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,66382,4
1245,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,24878,2
1246,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,80133,2
1247,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,81709,3
1248,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,25203,4
1249,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),8461,4
1250,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,75598,4
1251,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,78932,4
1252,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,61224,1
1253,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),34092,2
1254,2016,11 - Paga dhe Mëditje,Kultura,34161,1
1255,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,67891,3
1256,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,24186,1
1257,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,35897,4
1258,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,45056,3
1259,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,43690,1
1260,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,68735,4
1261,2016,20 - Subvencione dhe Transfere,Kultura,57653,1
1262,2016,20 - Subvencione dhe Transfere,Kultura,67732,3
1263,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,17536,4
1264,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,26673,2
1265,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,1882,4
1266,2016,30 - Shpenzimet Kapitale,Kultura,82784,1
1267,2016,30 - Shpenzimet Kapitale,Kultura,48590,3
1268,2016,11 - Paga dhe Mëditje,Kultura,7132,3
1269,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,69604,2
1270,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,9362,1
1271,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,26358,2
1272,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,81497,2
1273,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,12910,4
1274,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,11980,2
1275,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,32371,2
1276,2016,11 - Paga dhe Mëditje,Kultura,24815,1
1277,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,40466,2
1278,2016,11 - Paga dhe Mëditje,Kultura,66748,1
1279,2016,20 - Subvencione dhe Transfere,Kultura,58837,1
1280,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,52365,3
1281,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,73740,3
1282,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,64093,3
1283,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,39588,2
